"Figure 4. Global Atmospheric Concentrations of Selected Halogenated Gases, 1978-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: AGAGE, 2016; Rigby, 2016; NOAA, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: parts per trillion (ppt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,HCFC-22,HCFC-141b,HFC-23,HFC-125,HFC-134a,HFC-152a,CFC-12,Methyl chloroform,Sulfur hexafluoride,PFC-116,Halon-1211,Nitrogen trifluoride,PFC-14,,,,,,,,,,,,,,,,
2004.208,161.285,17.319,18.474,3.199,28.444,2.991,544.334,23.013,5.31,3.568,,,,,,,,,,,,,,,,,,,
2004.20825,,,,,,,,,,,,0.28721,,,,,,,,,,,,,,,,,
2004.20825,,,,,,,,,,,,,74.09324,,,,,,,,,,,,,,,,
2004.25,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2004.29163,,,,,,,,,,,,0.29151,,,,,,,,,,,,,,,,,
2004.29163,,,,,,,,,,,,,74.14864,,,,,,,,,,,,,,,,
2004.292,161.64,17.35,18.4503,3.261,28.845,3.055,543.999,22.721,5.33,3.566,,,,,,,,,,,,,,,,,,,
2004.375,162.406,17.455,18.22,3.308,29.412,3.161,543.813,22.359,5.359,3.567,,,,,,,,,,,,,,,,,,,
2004.375,,,,,,,,,,,,0.29517,,,,,,,,,,,,,,,,,
2004.375,,,,,,,,,,,,,74.1821,,,,,,,,,,,,,,,,
2004.42,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2004.458,163.082,17.477,17.91,3.345,29.873,3.093,543.596,21.988,5.379,3.573,,,,,,,,,,,,,,,,,,,
2004.45825,,,,,,,,,,,,0.29894,,,,,,,,,,,,,,,,,
2004.45825,,,,,,,,,,,,,74.22855,,,,,,,,,,,,,,,,
2004.54163,,,,,,,,,,,,0.30232,,,,,,,,,,,,,,,,,
2004.54163,,,,,,,,,,,,,74.25838,,,,,,,,,,,,,,,,
2004.542,163.554,17.499,18.335,3.393,30.176,3.061,543.352,21.668,5.4,3.586,,,,,,,,,,,,,,,,,,,
2004.58,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2004.625,164.427,17.563,18.69,3.481,30.806,3.079,543.635,21.152,5.423,3.596,,,,,,,,,,,,,,,,,,,
2004.625,,,,,,,,,,,,0.30665,,,,,,,,,,,,,,,,,
2004.625,,,,,,,,,,,,,74.28969,,,,,,,,,,,,,,,,
2004.708,164.751,17.544,18.17,3.522,31.259,3.072,543.429,20.844,5.425,3.598,,,,,,,,,,,,,,,,,,,
2004.70825,,,,,,,,,,,,0.31215,,,,,,,,,,,,,,,,,
2004.70825,,,,,,,,,,,,,74.35421,,,,,,,,,,,,,,,,
2004.75,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,
2004.79163,,,,,,,,,,,,0.31822,,,,,,,,,,,,,,,,,
2004.79163,,,,,,,,,,,,,74.42053,,,,,,,,,,,,,,,,
2004.792,165.703,17.654,,3.605,31.797,3.196,543.531,20.551,5.433,3.618,,,,,,,,,,,,,,,,,,,
2004.875,165.828,17.585,,3.635,32.097,3.276,543.706,20.24,5.454,3.619,,,,,,,,,,,,,,,,,,,
2004.875,,,,,,,,,,,,0.32418,,,,,,,,,,,,,,,,,
2004.875,,,,,,,,,,,,,74.4832,,,,,,,,,,,,,,,,
2004.92,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,
2004.958,166.047,17.58,,3.676,32.406,3.338,543.709,20.02,5.479,3.632,,,,,,,,,,,,,,,,,,,
2004.95825,,,,,,,,,,,,0.32992,,,,,,,,,,,,,,,,,
2004.95825,,,,,,,,,,,,,74.54613,,,,,,,,,,,,,,,,
2005.04163,,,,,,,,,,,,0.33555,,,,,,,,,,,,,,,,,
2005.04163,,,,,,,,,,,,,74.62718,,,,,,,,,,,,,,,,
2005.042,165.724,17.51,,3.706,32.466,3.308,543.721,19.768,5.482,3.628,,,,,,,,,,,,,,,,,,,
2005.08,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2005.125,165.831,17.52,,3.761,32.598,3.311,543.409,19.515,5.497,3.643,,,,,,,,,,,,,,,,,,,
2005.125,,,,,,,,,,,,0.34113,,,,,,,,,,,,,,,,,
2005.125,,,,,,,,,,,,,74.72548,,,,,,,,,,,,,,,,
2005.208,166.252,17.545,,3.834,32.951,3.44,543.495,19.214,5.514,3.653,,,,,,,,,,,,,,,,,,,
2005.20825,,,,,,,,,,,,0.34635,,,,,,,,,,,,,,,,,
2005.20825,,,,,,,,,,,,,74.81615,,,,,,,,,,,,,,,,
2005.25,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,
2005.29163,,,,,,,,,,,,0.35114,,,,,,,,,,,,,,,,,
2005.29163,,,,,,,,,,,,,74.8674,,,,,,,,,,,,,,,,
2005.292,166.986,17.657,,3.909,33.462,3.546,543.338,18.944,5.547,3.668,,,,,,,,,,,,,,,,,,,
2005.375,167.92,17.712,,4.059,33.799,3.586,543.137,18.738,5.58,3.684,,,,,,,,,,,,,,,,,,,
2005.375,,,,,,,,,,,,0.35513,,,,,,,,,,,,,,,,,
2005.375,,,,,,,,,,,,,74.89742,,,,,,,,,,,,,,,,
2005.42,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2005.458,168.524,17.71,,4.059,34.233,3.613,543.129,18.374,5.6,3.68,,,,,,,,,,,,,,,,,,,
2005.45825,,,,,,,,,,,,0.35919,,,,,,,,,,,,,,,,,
2005.45825,,,,,,,,,,,,,74.94043,,,,,,,,,,,,,,,,
2005.54163,,,,,,,,,,,,0.36275,,,,,,,,,,,,,,,,,
2005.54163,,,,,,,,,,,,,74.96931,,,,,,,,,,,,,,,,
2005.542,169.335,17.725,,4.068,34.755,3.637,542.839,18.102,5.621,3.683,,,,,,,,,,,,,,,,,,,
2005.58,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2005.625,169.906,17.75,,4.11,35.199,3.612,542.78,17.789,5.632,3.686,,,,,,,,,,,,,,,,,,,
2005.625,,,,,,,,,,,,0.36736,,,,,,,,,,,,,,,,,
2005.625,,,,,,,,,,,,,74.99973,,,,,,,,,,,,,,,,
2005.708,170.673,17.794,,4.152,35.654,3.667,542.851,17.503,5.652,3.689,,,,,,,,,,,,,,,,,,,
2005.70825,,,,,,,,,,,,0.37322,,,,,,,,,,,,,,,,,
2005.70825,,,,,,,,,,,,,75.06287,,,,,,,,,,,,,,,,
2005.75,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,
2005.79163,,,,,,,,,,,,0.37964,,,,,,,,,,,,,,,,,
2005.79163,,,,,,,,,,,,,75.12904,,,,,,,,,,,,,,,,
2005.792,170.878,17.794,,4.212,35.946,3.689,542.876,17.217,5.672,3.685,,,,,,,,,,,,,,,,,,,
2005.875,171.749,17.889,,4.324,36.458,3.882,542.964,16.913,5.697,3.7,,,,,,,,,,,,,,,,,,,
2005.875,,,,,,,,,,,,0.38586,,,,,,,,,,,,,,,,,
2005.875,,,,,,,,,,,,,75.19239,,,,,,,,,,,,,,,,
2005.92,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,
2005.958,172.592,17.971,,4.388,36.998,4.116,542.99,16.69,5.733,3.706,,,,,,,,,,,,,,,,,,,
2005.95825,,,,,,,,,,,,0.39176,,,,,,,,,,,,,,,,,
2005.95825,,,,,,,,,,,,,75.25631,,,,,,,,,,,,,,,,
2006.04163,,,,,,,,,,,,0.39762,,,,,,,,,,,,,,,,,
2006.04163,,,,,,,,,,,,,75.33764,,,,,,,,,,,,,,,,
2006.042,172.409,17.911,,4.404,36.934,4.144,542.891,16.465,5.756,3.711,,,,,,,,,,,,,,,,,,,
2006.08,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,
2006.125,172.619,17.877,,4.46,37.148,4.154,542.799,16.219,5.772,3.717,,,,,,,,,,,,,,,,,,,
2006.125,,,,,,,,,,,,0.4035,,,,,,,,,,,,,,,,,
2006.125,,,,,,,,,,,,,75.4362,,,,,,,,,,,,,,,,
2006.208,172.668,17.82,,4.492,37.233,4.143,542.369,15.968,5.784,3.725,,,,,,,,,,,,,,,,,,,
2006.20825,,,,,,,,,,,,0.40903,,,,,,,,,,,,,,,,,
2006.20825,,,,,,,,,,,,,75.52737,,,,,,,,,,,,,,,,
2006.25,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2006.29163,,,,,,,,,,,,0.4141,,,,,,,,,,,,,,,,,
2006.29163,,,,,,,,,,,,,75.58031,,,,,,,,,,,,,,,,
2006.292,173.619,17.932,,4.573,37.722,4.303,542.032,15.81,5.819,3.743,,,,,,,,,,,,,,,,,,,
2006.375,174.134,17.966,,4.656,38.027,4.305,541.914,15.622,5.831,3.749,,,,,,,,,,,,,,,,,,,
2006.375,,,,,,,,,,,,0.41835,,,,,,,,,,,,,,,,,
2006.375,,,,,,,,,,,,,75.61234,,,,,,,,,,,,,,,,
2006.42,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,
2006.458,175.295,18.042,,4.754,38.657,4.391,541.537,15.374,5.861,3.753,,,,,,,,,,,,,,,,,,,
2006.45825,,,,,,,,,,,,0.42269,,,,,,,,,,,,,,,,,
2006.45825,,,,,,,,,,,,,75.65718,,,,,,,,,,,,,,,,
2006.54163,,,,,,,,,,,,0.42654,,,,,,,,,,,,,,,,,
2006.54163,,,,,,,,,,,,,75.6881,,,,,,,,,,,,,,,,
2006.542,176.505,18.149,,4.844,39.394,4.47,541.315,15.094,5.882,3.753,,,,,,,,,,,,,,,,,,,
2006.58,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2006.625,176.391,18.106,,4.845,39.644,4.388,540.987,14.847,5.88,3.758,,,,,,,,,,,,,,,,,,,
2006.625,,,,,,,,,,,,0.43155,,,,,,,,,,,,,,,,,
2006.625,,,,,,,,,,,,,75.72044,,,,,,,,,,,,,,,,
2006.708,177.18,18.189,,4.931,40.035,4.373,540.936,14.617,5.9,3.77,,,,,,,,,,,,,,,,,,,
2006.70825,,,,,,,,,,,,0.43798,,,,,,,,,,,,,,,,,
2006.70825,,,,,,,,,,,,,75.78586,,,,,,,,,,,,,,,,
2006.75,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2006.79163,,,,,,,,,,,,0.44504,,,,,,,,,,,,,,,,,
2006.79163,,,,,,,,,,,,,75.85444,,,,,,,,,,,,,,,,
2006.792,178.118,18.284,,4.996,40.295,4.491,540.96,14.431,5.925,3.789,,,,,,,,,,,,,,,,,,,
2006.875,179.35,18.443,,5.096,40.906,4.721,540.908,14.211,5.953,3.783,,,,,,,,,,,,,,,,,,,
2006.875,,,,,,,,,,,,0.45193,,,,,,,,,,,,,,,,,
2006.875,,,,,,,,,,,,,75.9202,,,,,,,,,,,,,,,,
2006.92,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2006.958,179.898,18.523,,5.163,41.137,4.876,540.932,14.058,5.981,3.782,,,,,,,,,,,,,,,,,,,
2006.95825,,,,,,,,,,,,0.45851,,,,,,,,,,,,,,,,,
2006.95825,,,,,,,,,,,,,75.98685,,,,,,,,,,,,,,,,
2007.04163,,,,,,,,,,,,0.46498,,,,,,,,,,,,,,,,,
2007.04163,,,,,,,,,,,,,76.069,,,,,,,,,,,,,,,,
2007.042,179.332,18.452,,5.192,41.023,4.841,540.72,13.815,5.996,3.791,,,,,,,,,,,,,,,,,,,
2007.08,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2007.125,180.7,18.611,,5.304,41.517,5.112,540.707,13.627,6.044,3.805,,,,,,,,,,,,,,,,,,,
2007.125,,,,,,,,,,,,0.47143,,,,,,,,,,,,,,,,,
2007.125,,,,,,,,,,,,,76.16705,,,,,,,,,,,,,,,,
2007.208,181.011,18.649,,5.356,41.764,5.229,540.42,13.486,6.068,3.822,,,,,,,,,,,,,,,,,,,
2007.20825,,,,,,,,,,,,0.4775,,,,,,,,,,,,,,,,,
2007.20825,,,,,,,,,,,,,76.25739,,,,,,,,,,,,,,,,
2007.25,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,
2007.29163,,,,,,,,,,,,0.48303,,,,,,,,,,,,,,,,,
2007.29163,,,,,,,,,,,,,76.31021,,,,,,,,,,,,,,,,
2007.292,181.552,18.671,,5.429,42.065,5.257,540.116,13.309,6.091,3.837,,,,,,,,,,,,,,,,,,,
2007.375,182.616,18.785,,5.523,42.609,5.384,539.827,13.126,6.126,3.85,,,,,,,,,,,,,,,,,,,
2007.375,,,,,,,,,,,,0.48765,,,,,,,,,,,,,,,,,
2007.375,,,,,,,,,,,,,76.34223,,,,,,,,,,,,,,,,
2007.42,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2007.458,183.117,18.802,,5.573,42.894,5.283,539.219,12.897,6.136,3.851,,,,,,,,,,,,,,,,,,,
2007.45825,,,,,,,,,,,,0.49238,,,,,,,,,,,,,,,,,
2007.45825,,,,,,,,,,,,,76.38657,,,,,,,,,,,,,,,,
2007.54163,,,,,,,,,,,,0.49655,,,,,,,,,,,,,,,,,
2007.54163,,,,,,,,,,,,,76.41475,,,,,,,,,,,,,,,,
2007.542,183.672,18.81,,5.63,43.329,5.193,539.094,12.625,6.148,3.857,,,,,,,,,,,,,,,,,,,
2007.58,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,
2007.625,184.402,18.838,,5.694,43.829,5.119,538.977,12.38,6.164,3.867,,,,,,,,,,,,,,,,,,,
2007.625,,,,,,,,,,,,0.502,,,,,,,,,,,,,,,,,
2007.625,,,,,,,,,,,,,76.44293,,,,,,,,,,,,,,,,
2007.708,185.76,18.921,,5.801,44.592,5.218,538.837,12.158,6.194,3.868,,,,,,,,,,,,,,,,,,,
2007.70825,,,,,,,,,,,,0.509,,,,,,,,,,,,,,,,,
2007.70825,,,,,,,,,,,,,76.50398,,,,,,,,,,,,,,,,
2007.75,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,
2007.79163,,,,,,,,,,,,0.51669,,,,,,,,,,,,,,,,,
2007.79163,,,,,,,,,,,,,76.5669,,,,,,,,,,,,,,,,
2007.792,186.032,18.952,21.214,5.846,44.81,5.222,539.008,11.964,6.214,3.871,,,,,,,,,,,,,,,,,,,
2007.875,187.193,19.109,21.291,5.979,45.417,5.427,539.047,11.78,6.246,3.884,,,,,,,,,,,,,,,,,,,
2007.875,,,,,,,,,,,,0.52418,,,,,,,,,,,,,,,,,
2007.875,,,,,,,,,,,,,76.6264,,,,,,,,,,,,,,,,
2007.92,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,
2007.958,187.772,19.162,21.359,6.029,45.644,5.609,538.825,11.668,6.268,3.887,,,,,,,,,,,,,,,,,,,
2007.95825,,,,,,,,,,,,0.53132,,,,,,,,,,,,,,,,,
2007.95825,,,,,,,,,,,,,76.68654,,,,,,,,,,,,,,,,
2008.04163,,,,,,,,,,,,0.53829,,,,,,,,,,,,,,,,,
2008.04163,,,,,,,,,,,,,76.76294,,,,,,,,,,,,,,,,
2008.042,189.304,19.298,21.507,6.163,46.199,5.826,538.738,11.536,6.306,3.898,,,,,,,,,,,,,,,,,,,
2008.08,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,
2008.125,189.445,19.288,21.561,6.233,46.411,5.897,538.474,11.38,6.319,3.907,,,,,,,,,,,,,,,,,,,
2008.125,,,,,,,,,,,,0.54523,,,,,,,,,,,,,,,,,
2008.125,,,,,,,,,,,,,76.85541,,,,,,,,,,,,,,,,
2008.208,189.505,19.274,21.644,6.303,46.643,5.98,538.085,11.225,6.339,3.907,,,,,,,,,,,,,,,,,,,
2008.20825,,,,,,,,,,,,0.55174,,,,,,,,,,,,,,,,,
2008.20825,,,,,,,,,,,,,76.94011,,,,,,,,,,,,,,,,
2008.25,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,
2008.29163,,,,,,,,,,,,0.55766,,,,,,,,,,,,,,,,,
2008.29163,,,,,,,,,,,,,76.99144,,,,,,,,,,,,,,,,
2008.292,190.218,19.348,21.737,6.392,47.011,6.043,537.756,11.047,6.369,3.916,,,,,,,,,,,,,,,,,,,
2008.375,190.667,19.389,21.799,6.443,47.295,5.93,537.605,10.951,6.397,3.93,,,,,,,,,,,,,,,,,,,
2008.375,,,,,,,,,,,,0.56258,,,,,,,,,,,,,,,,,
2008.375,,,,,,,,,,,,,77.02397,,,,,,,,,,,,,,,,
2008.42,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,
2008.458,191.091,19.417,21.857,6.512,47.546,5.85,537.425,10.774,6.418,3.932,,,,,,,,,,,,,,,,,,,
2008.45825,,,,,,,,,,,,0.56761,,,,,,,,,,,,,,,,,
2008.45825,,,,,,,,,,,,,77.06808,,,,,,,,,,,,,,,,
2008.54163,,,,,,,,,,,,0.57206,,,,,,,,,,,,,,,,,
2008.54163,,,,,,,,,,,,,77.09613,,,,,,,,,,,,,,,,
2008.542,192.162,19.47,21.956,6.605,48.283,5.812,537.112,10.624,6.437,3.94,,,,,,,,,,,,,,,,,,,
2008.58,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,
2008.625,193.043,19.469,22.013,6.697,48.799,5.683,536.849,10.416,6.453,3.947,,,,,,,,,,,,,,,,,,,
2008.625,,,,,,,,,,,,0.57787,,,,,,,,,,,,,,,,,
2008.625,,,,,,,,,,,,,77.12356,,,,,,,,,,,,,,,,
2008.708,194.42,19.606,22.08,6.836,49.447,5.828,536.774,10.264,6.483,3.963,,,,,,,,,,,,,,,,,,,
2008.70825,,,,,,,,,,,,0.58536,,,,,,,,,,,,,,,,,
2008.70825,,,,,,,,,,,,,77.18367,,,,,,,,,,,,,,,,
2008.75,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,
2008.79163,,,,,,,,,,,,0.59359,,,,,,,,,,,,,,,,,
2008.79163,,,,,,,,,,,,,77.24199,,,,,,,,,,,,,,,,
2008.792,194.099,19.51,22.065,6.849,49.285,5.574,536.93,10.07,6.489,3.965,,,,,,,,,,,,,,,,,,,
2008.875,196.124,19.748,22.225,7.058,50.259,6.029,536.916,9.95,6.549,3.982,,,,,,,,,,,,,,,,,,,
2008.875,,,,,,,,,,,,0.6016,,,,,,,,,,,,,,,,,
2008.875,,,,,,,,,,,,,77.29507,,,,,,,,,,,,,,,,
2008.92,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,
2008.958,196.832,19.765,22.318,7.146,50.682,6.223,536.839,9.791,6.586,3.992,,,,,,,,,,,,,,,,,,,
2008.95825,,,,,,,,,,,,0.60922,,,,,,,,,,,,,,,,,
2008.95825,,,,,,,,,,,,,77.34921,,,,,,,,,,,,,,,,
2009.04163,,,,,,,,,,,,0.6167,,,,,,,,,,,,,,,,,
2009.04163,,,,,,,,,,,,,77.41786,,,,,,,,,,,,,,,,
2009.042,196.532,19.676,22.34,7.234,50.767,6.184,536.657,9.664,6.596,3.99,,,,,,,,,,,,,,,,,,,
2009.08,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,
2009.125,196.432,19.677,22.375,7.27,50.823,6.12,536.309,9.521,6.607,3.993,,,,,,,,,,,,,,,,,,,
2009.125,,,,,,,,,,,,0.62415,,,,,,,,,,,,,,,,,
2009.125,,,,,,,,,,,,,77.50097,,,,,,,,,,,,,,,,
2009.208,196.975,19.737,22.464,7.351,51.185,6.256,535.859,9.386,6.63,3.992,,,,,,,,,,,,,,,,,,,
2009.20825,,,,,,,,,,,,0.63114,,,,,,,,,,,,,,,,,
2009.20825,,,,,,,,,,,,,77.57667,,,,,,,,,,,,,,,,
2009.25,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,
2009.29163,,,,,,,,,,,,0.63747,,,,,,,,,,,,,,,,,
2009.29163,,,,,,,,,,,,,77.62083,,,,,,,,,,,,,,,,
2009.292,197.378,19.762,22.487,7.432,51.453,6.217,535.513,9.234,6.654,3.995,,,,,,,,,,,,,,,,,,,
2009.375,197.887,19.809,22.513,7.536,51.869,6.136,535.264,9.081,6.682,4.004,,,,,,,,,,,,,,,,,,,
2009.375,,,,,,,,,,,,0.64271,,,,,,,,,,,,,,,,,
2009.375,,,,,,,,,,,,,77.64743,,,,,,,,,,,,,,,,
2009.42,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,
2009.458,198.311,19.801,22.546,7.571,52.219,6.023,534.947,8.96,6.689,4.006,,,,,,,,,,,,,,,,,,,
2009.45825,,,,,,,,,,,,0.64808,,,,,,,,,,,,,,,,,
2009.45825,,,,,,,,,,,,,77.68562,,,,,,,,,,,,,,,,
2009.54163,,,,,,,,,,,,0.65281,,,,,,,,,,,,,,,,,
2009.54163,,,,,,,,,,,,,77.70815,,,,,,,,,,,,,,,,
2009.542,199.465,19.859,22.602,7.68,52.838,5.926,534.74,8.822,6.713,4.016,,,,,,,,,,,,,,,,,,,
2009.58,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,
2009.625,200.574,19.89,22.627,7.817,53.575,5.959,534.497,8.681,6.724,4.017,,,,,,,,,,,,,,,,,,,
2009.625,,,,,,,,,,,,0.65901,,,,,,,,,,,,,,,,,
2009.625,,,,,,,,,,,,,77.72852,,,,,,,,,,,,,,,,
2009.708,201.002,19.931,22.649,7.897,53.978,5.829,534.454,8.542,6.737,4.021,,,,,,,,,,,,,,,,,,,
2009.70825,,,,,,,,,,,,0.66702,,,,,,,,,,,,,,,,,
2009.70825,,,,,,,,,,,,,77.78045,,,,,,,,,,,,,,,,
2009.75,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,
2009.79163,,,,,,,,,,,,0.67581,,,,,,,,,,,,,,,,,
2009.79163,,,,,,,,,,,,,77.8333,,,,,,,,,,,,,,,,
2009.792,201.554,20.074,22.742,7.97,54.239,5.872,534.357,8.439,6.759,4.025,,,,,,,,,,,,,,,,,,,
2009.875,202.3,20.073,22.798,8.056,54.485,5.803,534.264,8.341,6.792,4.028,,,,,,,,,,,,,,,,,,,
2009.875,,,,,,,,,,,,0.68435,,,,,,,,,,,,,,,,,
2009.875,,,,,,,,,,,,,77.88319,,,,,,,,,,,,,,,,
2009.92,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,,,
2009.958,202.622,20.128,22.842,8.148,54.821,6.065,534.257,8.239,6.819,4.033,,,,,,,,,,,,,,,,,,,
2009.95825,,,,,,,,,,,,0.69248,,,,,,,,,,,,,,,,,
2009.95825,,,,,,,,,,,,,77.93416,,,,,,,,,,,,,,,,
2010.04163,,,,,,,,,,,,0.70051,,,,,,,,,,,,,,,,,
2010.04163,,,,,,,,,,,,,78.00465,,,,,,,,,,,,,,,,
2010.042,202.412,20.125,22.834,8.205,54.903,6.027,534.118,8.085,6.845,4.034,,,,,,,,,,,,,,,,,,,
2010.08,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,
2010.125,202.784,20.13,22.885,8.373,55.399,5.983,533.718,7.936,6.887,4.05,,,,,,,,,,,,,,,,,,,
2010.125,,,,,,,,,,,,0.70854,,,,,,,,,,,,,,,,,
2010.125,,,,,,,,,,,,,78.09285,,,,,,,,,,,,,,,,
2010.208,202.96,20.123,22.928,8.471,55.626,6.011,533.536,7.805,6.9,4.058,,,,,,,,,,,,,,,,,,,
2010.20825,,,,,,,,,,,,0.71607,,,,,,,,,,,,,,,,,
2010.20825,,,,,,,,,,,,,78.17302,,,,,,,,,,,,,,,,
2010.25,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,
2010.29163,,,,,,,,,,,,0.72286,,,,,,,,,,,,,,,,,
2010.29163,,,,,,,,,,,,,78.22192,,,,,,,,,,,,,,,,
2010.292,205.088,20.355,23.076,8.669,56.679,6.343,533.442,7.733,6.945,4.073,,,,,,,,,,,,,,,,,,,
2010.375,205.789,20.444,23.176,8.754,57.086,6.329,533.257,7.628,6.965,4.084,,,,,,,,,,,,,,,,,,,
2010.375,,,,,,,,,,,,0.72848,,,,,,,,,,,,,,,,,
2010.375,,,,,,,,,,,,,78.25316,,,,,,,,,,,,,,,,
2010.42,,,,,,,,,,,4.07,,,,,,,,,,,,,,,,,,
2010.458,206.181,20.501,23.263,8.845,57.415,6.263,532.906,7.51,6.98,4.09,,,,,,,,,,,,,,,,,,,
2010.45825,,,,,,,,,,,,0.73424,,,,,,,,,,,,,,,,,
2010.45825,,,,,,,,,,,,,78.29573,,,,,,,,,,,,,,,,
2010.54163,,,,,,,,,,,,0.7393,,,,,,,,,,,,,,,,,
2010.54163,,,,,,,,,,,,,78.32265,,,,,,,,,,,,,,,,
2010.542,206.991,20.522,23.326,8.968,58.044,6.252,532.585,7.379,6.994,4.098,,,,,,,,,,,,,,,,,,,
2010.58,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,
2010.625,207.452,20.503,23.309,9.055,58.494,6.078,532.121,7.244,6.998,4.101,,,,,,,,,,,,,,,,,,,
2010.625,,,,,,,,,,,,0.74594,,,,,,,,,,,,,,,,,
2010.625,,,,,,,,,,,,,78.34772,,,,,,,,,,,,,,,,
2010.708,208.763,20.625,23.341,9.262,59.242,6.156,531.984,7.141,7.021,4.108,,,,,,,,,,,,,,,,,,,
2010.70825,,,,,,,,,,,,0.75454,,,,,,,,,,,,,,,,,
2010.70825,,,,,,,,,,,,,78.40483,,,,,,,,,,,,,,,,
2010.75,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,
2010.79163,,,,,,,,,,,,0.76395,,,,,,,,,,,,,,,,,
2010.79163,,,,,,,,,,,,,78.46458,,,,,,,,,,,,,,,,
2010.792,209.953,20.752,23.404,9.393,59.819,6.257,532.048,7.082,7.065,4.118,,,,,,,,,,,,,,,,,,,
2010.875,210.295,20.822,23.457,9.512,60.105,6.353,531.948,7.033,7.082,4.121,,,,,,,,,,,,,,,,,,,
2010.875,,,,,,,,,,,,0.7731,,,,,,,,,,,,,,,,,
2010.875,,,,,,,,,,,,,78.52204,,,,,,,,,,,,,,,,
2010.92,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,
2010.958,211.482,21.005,23.604,9.691,60.665,6.731,531.767,6.943,7.124,4.129,,,,,,,,,,,,,,,,,,,
2010.95825,,,,,,,,,,,,0.7818,,,,,,,,,,,,,,,,,
2010.95825,,,,,,,,,,,,,78.58025,,,,,,,,,,,,,,,,
2011.04163,,,,,,,,,,,,0.7905,,,,,,,,,,,,,,,,,
2011.04163,,,,,,,,,,,,,78.65849,,,,,,,,,,,,,,,,
2011.042,211.383,21.031,23.703,9.785,60.728,6.645,531.548,6.833,7.145,4.135,,,,,,,,,,,,,,,,,,,
2011.083333,,,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,
2011.125,211.323,20.998,23.776,9.93,61.023,6.75,531.256,6.712,7.162,4.146,,,,,,,,,,,,,,,,,,,
2011.125,,,,,,,,,,,,0.79926,,,,,,,,,,,,,,,,,
2011.125,,,,,,,,,,,,,78.75511,,,,,,,,,,,,,,,,
2011.208,211.423,21.029,23.837,9.964,61.053,6.715,530.918,6.657,7.184,4.144,,,,,,,,,,,,,,,,,,,
2011.20825,,,,,,,,,,,,0.80746,,,,,,,,,,,,,,,,,
2011.20825,,,,,,,,,,,,,78.84341,,,,,,,,,,,,,,,,
2011.25,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,
2011.29163,,,,,,,,,,,,0.81485,,,,,,,,,,,,,,,,,
2011.29163,,,,,,,,,,,,,78.8997,,,,,,,,,,,,,,,,
