"Figure 4. Global Atmospheric Concentrations of Selected Halogenated Gases, 1978-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: AGAGE, 2016; Rigby, 2016; NOAA, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: parts per trillion (ppt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,HCFC-22,HCFC-141b,HFC-23,HFC-125,HFC-134a,HFC-152a,CFC-12,Methyl chloroform,Sulfur hexafluoride,PFC-116,Halon-1211,Nitrogen trifluoride,PFC-14,,,,,,,,,,,,,,,,
1978.04,,,,,,,264.3,,,,,,,,,,,,,,,,,,,,,,
1978.04,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,
1978.04163,,,,,,,,,,,,,49.27525,,,,,,,,,,,,,,,,
1978.12,,,,,,,263.1,,,,,,,,,,,,,,,,,,,,,,
1978.13,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,
1978.125,,,,,,,,,,,,,49.54696,,,,,,,,,,,,,,,,
1978.21,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,
1978.20825,,,,,,,,,,,,,49.75582,,,,,,,,,,,,,,,,
1978.21,,,,,,,261.6,,,,,,,,,,,,,,,,,,,,,,
1978.29,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.29,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,
1978.29163,,,,,,,,,,,,,49.92353,,,,,,,,,,,,,,,,
1978.38,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.375,,,,,,,,,,,,,50.08714,,,,,,,,,,,,,,,,
1978.38,,,3.06809,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.46,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.45825,,,,,,,,,,,,,50.26694,,,,,,,,,,,,,,,,
1978.46,,,3.04221,,,,273.6,,,,,,,,,,,,,,,,,,,,,,
1978.54,,,2.95,,,,268.552,71.805,,,,,,,,,,,,,,,,,,,,,
1978.54,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.54163,,,,,,,,,,,,,50.48689,,,,,,,,,,,,,,,,
1978.62,,,3.01894,,,,269.862,71.088,,,,,,,,,,,,,,,,,,,,,
1978.63,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.625,,,,,,,,,,,,,50.72669,,,,,,,,,,,,,,,,
1978.71,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.70825,,,,,,,,,,,,,50.97459,,,,,,,,,,,,,,,,
1978.71,,,3.02155,,,,271.445,69.845,,,,,,,,,,,,,,,,,,,,,
1978.79,,,3.1,,,,273.775,70.845,,,,,,,,,,,,,,,,,,,,,
1978.79,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.79163,,,,,,,,,,,,,51.1127,,,,,,,,,,,,,,,,
1978.88,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.875,,,,,,,,,,,,,51.18464,,,,,,,,,,,,,,,,
1978.88,,,3.08389,,,,276.78,71.945,,,,,,,,,,,,,,,,,,,,,
1978.96,,,,,,,,,,,,0.020,,,,,,,,,,,,,,,,,
1978.95825,,,,,,,,,,,,,51.25907,,,,,,,,,,,,,,,,
1978.96,,,3.11568,,,,280.265,74.768,,,,,,,,,,,,,,,,,,,,,
1979.04,,,3.14912,,,,283.425,74.405,,,,,,,,,,,,,,,,,,,,,
1979.04,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,
1979.04163,,,,,,,,,,,,,51.39258,,,,,,,,,,,,,,,,
1979.12,,,3.16,,,,283.455,74.29,,,,,,,,,,,,,,,,,,,,,
1979.13,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,
1979.125,,,,,,,,,,,,,51.55297,,,,,,,,,,,,,,,,
1979.21,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,
1979.20825,,,,,,,,,,,,,51.70161,,,,,,,,,,,,,,,,
1979.21,,,3.3256,,,,284.052,74.815,,,,,,,,,,,,,,,,,,,,,
1979.29,,,3.38176,,,,285.533,75.941,,,,,,,,,,,,,,,,,,,,,
1979.29,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
1979.29163,,,,,,,,,,,,,51.81591,,,,,,,,,,,,,,,,
1979.375,,,,,,,,,,,,0.02104,,,,,,,,,,,,,,,,,
1979.375,,,,,,,,,,,,,51.91731,,,,,,,,,,,,,,,,
1979.38,,,3.43631,,,,286.657,76.582,,,,,,,,,,,,,,,,,,,,,
1979.46,,,,,,,,,,,,0.02114,,,,,,,,,,,,,,,,,
1979.45825,,,,,,,,,,,,,52.03055,,,,,,,,,,,,,,,,
1979.46,,,3.48924,,,,286.92,76.62,,,,,,,,,,,,,,,,,,,,,
1979.54,,,3.54056,,,,289.312,76.863,,,,,,,,,,,,,,,,,,,,,
1979.54,,,,,,,,,,,,0.02122,,,,,,,,,,,,,,,,,
1979.54163,,,,,,,,,,,,,52.18394,,,,,,,,,,,,,,,,
1979.62,,,3.59026,,,,291.99,78.075,,,,,,,,,,,,,,,,,,,,,
1979.63,,,,,,,,,,,,0.02132,,,,,,,,,,,,,,,,,
1979.625,,,,,,,,,,,,,52.37055,,,,,,,,,,,,,,,,
1979.71,,,,,,,,,,,,0.02146,,,,,,,,,,,,,,,,,
1979.70825,,,,,,,,,,,,,52.579,,,,,,,,,,,,,,,,
1979.71,,,3.63835,,,,291.58,76.977,,,,,,,,,,,,,,,,,,,,,
1979.79,,,3.68482,,,,293.93,78.702,,,,,,,,,,,,,,,,,,,,,
1979.79163,,,,,,,,,,,,0.0216,,,,,,,,,,,,,,,,,
1979.79163,,,,,,,,,,,,,52.68895,,,,,,,,,,,,,,,,
1979.875,,,,,,,,,,,,0.02174,,,,,,,,,,,,,,,,,
1979.875,,,,,,,,,,,,,52.73555,,,,,,,,,,,,,,,,
1979.88,,,3.72968,,,,295.9,80.055,,,,,,,,,,,,,,,,,,,,,
1979.95825,,,,,,,,,,,,0.02187,,,,,,,,,,,,,,,,,
1979.95825,,,,,,,,,,,,,52.78572,,,,,,,,,,,,,,,,
1979.96,,,3.77293,,,,296.553,79.574,,,,,,,,,,,,,,,,,,,,,
1980.04,,,3.81456,,,,297.938,81.455,,,,,,,,,,,,,,,,,,,,,
1980.04163,,,,,,,,,,,,0.02199,,,,,,,,,,,,,,,,,
1980.04163,,,,,,,,,,,,,52.88937,,,,,,,,,,,,,,,,
1980.12,,,3.85458,,,,299.283,81.607,,,,,,,,,,,,,,,,,,,,,
1980.125,,,,,,,,,,,,0.02211,,,,,,,,,,,,,,,,,
1980.125,,,,,,,,,,,,,53.01939,,,,,,,,,,,,,,,,
1980.20825,,,,,,,,,,,,0.02223,,,,,,,,,,,,,,,,,
1980.20825,,,,,,,,,,,,,53.13734,,,,,,,,,,,,,,,,
1980.21,,,3.89298,,,,302.04,83.545,,,,,,,,,,,,,,,,,,,,,
1980.29,,,3.92977,,,,303.579,83.678,,,,,,,,,,,,,,,,,,,,,
1980.29163,,,,,,,,,,,,0.02232,,,,,,,,,,,,,,,,,
1980.29163,,,,,,,,,,,,,53.2217,,,,,,,,,,,,,,,,
1980.375,,,,,,,,,,,,0.0224,,,,,,,,,,,,,,,,,
1980.375,,,,,,,,,,,,,53.28978,,,,,,,,,,,,,,,,
1980.38,,,3.96495,,,,304.787,84.726,,,,,,,,,,,,,,,,,,,,,
1980.45825,,,,,,,,,,,,0.02248,,,,,,,,,,,,,,,,,
1980.45825,,,,,,,,,,,,,53.36835,,,,,,,,,,,,,,,,
1980.46,,,3.99851,,,,306.788,85.175,,,,,,,,,,,,,,,,,,,,,
1980.54,,,4.03046,,,,309.24,85.181,,,,,,,,,,,,,,,,,,,,,
1980.54163,,,,,,,,,,,,0.02255,,,,,,,,,,,,,,,,,
1980.54163,,,,,,,,,,,,,53.4903,,,,,,,,,,,,,,,,
1980.62,,,4.1,,,,309.9,84.971,,,,,,,,,,,,,,,,,,,,,
1980.625,,,,,,,,,,,,0.02265,,,,,,,,,,,,,,,,,
1980.625,,,,,,,,,,,,,53.64915,,,,,,,,,,,,,,,,
1980.70825,,,,,,,,,,,,0.02277,,,,,,,,,,,,,,,,,
1980.70825,,,,,,,,,,,,,53.83515,,,,,,,,,,,,,,,,
1980.71,,,4.05223,,,,311.158,84.935,,,,,,,,,,,,,,,,,,,,,
1980.79,,,4.09131,,,,311,86.156,,,,,,,,,,,,,,,,,,,,,
1980.79163,,,,,,,,,,,,0.02291,,,,,,,,,,,,,,,,,
1980.79163,,,,,,,,,,,,,53.93809,,,,,,,,,,,,,,,,
1980.875,,,,,,,,,,,,0.02304,,,,,,,,,,,,,,,,,
1980.875,,,,,,,,,,,,,53.98521,,,,,,,,,,,,,,,,
1980.88,,,4.12973,,,,313.304,87.565,,,,,,,,,,,,,,,,,,,,,
1980.95825,,,,,,,,,,,,0.02316,,,,,,,,,,,,,,,,,
1980.95825,,,,,,,,,,,,,54.0365,,,,,,,,,,,,,,,,
1980.96,,,4.16748,,,,314.415,87.901,,,,,,,,,,,,,,,,,,,,,
1981.04,,,4.20457,,,,315.323,87.711,,,,,,,,,,,,,,,,,,,,,
1981.04163,,,,,,,,,,,,0.02328,,,,,,,,,,,,,,,,,
1981.04163,,,,,,,,,,,,,54.12986,,,,,,,,,,,,,,,,
1981.12,,,4.24099,,,,315.801,88.509,,,,,,,,,,,,,,,,,,,,,
1981.125,,,,,,,,,,,,0.02339,,,,,,,,,,,,,,,,,
1981.125,,,,,,,,,,,,,54.24572,,,,,,,,,,,,,,,,
1981.20825,,,,,,,,,,,,0.0235,,,,,,,,,,,,,,,,,
1981.20825,,,,,,,,,,,,,54.34992,,,,,,,,,,,,,,,,
1981.21,,,4.27675,,,,315.771,88.055,,,,,,,,,,,,,,,,,,,,,
1981.29,,,4.31185,,,,318.004,89.368,,,,,,,,,,,,,,,,,,,,,
1981.29163,,,,,,,,,,,,0.02359,,,,,,,,,,,,,,,,,
1981.29163,,,,,,,,,,,,,54.41645,,,,,,,,,,,,,,,,
1981.375,,,,,,,,,,,,0.02367,,,,,,,,,,,,,,,,,
1981.375,,,,,,,,,,,,,54.46304,,,,,,,,,,,,,,,,
1981.38,,,4.34628,,,,319.049,89.997,,,,,,,,,,,,,,,,,,,,,
1981.45825,,,,,,,,,,,,0.02374,,,,,,,,,,,,,,,,,
1981.45825,,,,,,,,,,,,,54.52026,,,,,,,,,,,,,,,,
1981.46,,,4.38005,,,,319.789,90.099,,,,,,,,,,,,,,,,,,,,,
1981.54,,,4.41315,,,,321.177,89.978,,,,,,,,,,,,,,,,,,,,,
1981.54163,,,,,,,,,,,,0.02381,,,,,,,,,,,,,,,,,
1981.54163,,,,,,,,,,,,,54.61516,,,,,,,,,,,,,,,,
1981.62,,,4.44559,,,,324.095,89.899,,,,,,,,,,,,,,,,,,,,,
1981.625,,,,,,,,,,,,0.0239,,,,,,,,,,,,,,,,,
1981.625,,,,,,,,,,,,,54.74384,,,,,,,,,,,,,,,,
1981.70825,,,,,,,,,,,,0.02402,,,,,,,,,,,,,,,,,
1981.70825,,,,,,,,,,,,,54.90064,,,,,,,,,,,,,,,,
1981.71,,,4.47737,,,,326.139,90.321,,,,,,,,,,,,,,,,,,,,,
1981.79,,,4.50848,,,,327.391,90.585,,,,,,,,,,,,,,,,,,,,,
1981.79163,,,,,,,,,,,,0.02415,,,,,,,,,,,,,,,,,
1981.79163,,,,,,,,,,,,,54.99068,,,,,,,,,,,,,,,,
1981.875,,,,,,,,,,,,0.02427,,,,,,,,,,,,,,,,,
1981.875,,,,,,,,,,,,,55.03455,,,,,,,,,,,,,,,,
1981.88,,,4.53893,,,,328.851,90.863,,,,,,,,,,,,,,,,,,,,,
1981.95825,,,,,,,,,,,,0.02439,,,,,,,,,,,,,,,,,
1981.95825,,,,,,,,,,,,,55.08181,,,,,,,,,,,,,,,,
1981.96,,,4.56871,,,,329.761,91.87,,,,,,,,,,,,,,,,,,,,,
1982.04,,,4.59783,,,,331.18,92.24,,,,,,,,,,,,,,,,,,,,,
1982.04163,,,,,,,,,,,,0.02451,,,,,,,,,,,,,,,,,
1982.04163,,,,,,,,,,,,,55.16335,,,,,,,,,,,,,,,,
1982.12,,,4.32,,,,332.114,92.869,,,,,,,,,,,,,,,,,,,,,
1982.125,,,,,,,,,,,,0.02462,,,,,,,,,,,,,,,,,
1982.125,,,,,,,,,,,,,55.26545,,,,,,,,,,,,,,,,
1982.20825,,,,,,,,,,,,0.02473,,,,,,,,,,,,,,,,,
1982.20825,,,,,,,,,,,,,55.35795,,,,,,,,,,,,,,,,
1982.21,,,4.6273,,,,333.049,93.119,,,,,,,,,,,,,,,,,,,,,
1982.29,,,4.63791,,,,335.348,94.991,,,,,,,,,,,,,,,,,,,,,
1982.29163,,,,,,,,,,,,0.02482,,,,,,,,,,,,,,,,,
1982.29163,,,,,,,,,,,,,55.41395,,,,,,,,,,,,,,,,
1982.375,,,,,,,,,,,,0.02489,,,,,,,,,,,,,,,,,
1982.375,,,,,,,,,,,,,55.4502,,,,,,,,,,,,,,,,
1982.38,,,4.95,,,,336.247,94.764,,,,,,,,,,,,,,,,,,,,,
1982.45825,,,,,,,,,,,,0.02497,,,,,,,,,,,,,,,,,
1982.45825,,,,,,,,,,,,,55.49768,,,,,,,,,,,,,,,,
1982.46,,,4.56574,,,,338.541,95.01,,,,,,,,,,,,,,,,,,,,,
1982.54,,,4.55894,,,,339.486,95.298,,,,,,,,,,,,,,,,,,,,,
1982.54163,,,,,,,,,,,,0.02503,,,,,,,,,,,,,,,,,
1982.54163,,,,,,,,,,,,,55.58031,,,,,,,,,,,,,,,,
1982.62,,,4.5539,,,,341.136,94.706,,,,,,,,,,,,,,,,,,,,,
1982.625,,,,,,,,,,,,0.02512,,,,,,,,,,,,,,,,,
1982.625,,,,,,,,,,,,,55.69518,,,,,,,,,,,,,,,,
1982.70825,,,,,,,,,,,,0.02524,,,,,,,,,,,,,,,,,
1982.70825,,,,,,,,,,,,,55.84022,,,,,,,,,,,,,,,,
1982.71,,,4.55064,,,,342.401,94.165,,,,,,,,,,,,,,,,,,,,,
1982.79,,,4.54914,,,,343.974,94.981,,,,,,,,,,,,,,,,,,,,,
1982.79163,,,,,,,,,,,,0.02537,,,,,,,,,,,,,,,,,
1982.79163,,,,,,,,,,,,,55.93119,,,,,,,,,,,,,,,,
1982.875,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,
1982.875,,,,,,,,,,,,,55.98332,,,,,,,,,,,,,,,,
1982.88,,,4.54943,,,,345.95,95.601,,,,,,,,,,,,,,,,,,,,,
1982.95825,,,,,,,,,,,,0.02561,,,,,,,,,,,,,,,,,
1982.95825,,,,,,,,,,,,,56.03936,,,,,,,,,,,,,,,,
1982.96,,,4.55148,,,,348.024,96.756,,,,,,,,,,,,,,,,,,,,,
1983.04,,,4.55531,,,,348.256,96.13,,,,,,,,,,,,,,,,,,,,,
1983.04163,,,,,,,,,,,,0.02573,,,,,,,,,,,,,,,,,
1983.04163,,,,,,,,,,,,,56.12983,,,,,,,,,,,,,,,,
1983.12,,,4.56091,,,,349.042,96.06,,,,,,,,,,,,,,,,,,,,,
1983.125,,,,,,,,,,,,0.02585,,,,,,,,,,,,,,,,,
1983.125,,,,,,,,,,,,,56.24346,,,,,,,,,,,,,,,,
1983.20825,,,,,,,,,,,,0.02597,,,,,,,,,,,,,,,,,
1983.20825,,,,,,,,,,,,,56.34823,,,,,,,,,,,,,,,,
1983.21,,,4.56828,,,,350.259,96.788,,,,,,,,,,,,,,,,,,,,,
1983.29,,,4.57743,,,,351.188,98.339,,,,,,,,,,,,,,,,,,,,,
1983.29163,,,,,,,,,,,,0.02606,,,,,,,,,,,,,,,,,
1983.29163,,,,,,,,,,,,,56.40881,,,,,,,,,,,,,,,,
1983.375,,,,,,,,,,,,0.02613,,,,,,,,,,,,,,,,,
1983.375,,,,,,,,,,,,,56.44532,,,,,,,,,,,,,,,,
1983.38,,,4.58834,,,,352.489,98.842,,,,,,,,,,,,,,,,,,,,,
1983.45825,,,,,,,,,,,,0.02621,,,,,,,,,,,,,,,,,
1983.45825,,,,,,,,,,,,,56.49477,,,,,,,,,,,,,,,,
1983.46,,,4.60104,,,,353.889,98.728,,,,,,,,,,,,,,,,,,,,,
1983.54,,,4.6155,,,,356.244,99.03,,,,,,,,,,,,,,,,,,,,,
1983.54163,,,,,,,,,,,,0.02628,,,,,,,,,,,,,,,,,
1983.54163,,,,,,,,,,,,,56.5747,,,,,,,,,,,,,,,,
1983.62,,,4.53,,,,359.415,99.121,,,,,,,,,,,,,,,,,,,,,
1983.625,,,,,,,,,,,,0.02637,,,,,,,,,,,,,,,,,
1983.625,,,,,,,,,,,,,56.68608,,,,,,,,,,,,,,,,
1983.70825,,,,,,,,,,,,0.0265,,,,,,,,,,,,,,,,,
1983.70825,,,,,,,,,,,,,56.83015,,,,,,,,,,,,,,,,
1983.71,,,4.61284,,,,360.628,98.471,,,,,,,,,,,,,,,,,,,,,
1983.79,,,4.61731,,,,362.019,98.614,,,,,,,,,,,,,,,,,,,,,
1983.79163,,,,,,,,,,,,0.02663,,,,,,,,,,,,,,,,,
1983.79163,,,,,,,,,,,,,56.92662,,,,,,,,,,,,,,,,
1983.875,,,,,,,,,,,,0.02676,,,,,,,,,,,,,,,,,
1983.875,,,,,,,,,,,,,56.98764,,,,,,,,,,,,,,,,
1983.88,,,4.62454,,,,363.111,98.849,,,,,,,,,,,,,,,,,,,,,
1983.95825,,,,,,,,,,,,0.02688,,,,,,,,,,,,,,,,,
1983.95825,,,,,,,,,,,,,57.05268,,,,,,,,,,,,,,,,
1983.96,,,4.63454,,,,364.966,101.006,,,,,,,,,,,,,,,,,,,,,
1984.04,,,4.64729,,,,365.125,100.952,,,,,,,,,,,,,,,,,,,,,
1984.04163,,,,,,,,,,,,0.02701,,,,,,,,,,,,,,,,,
1984.04163,,,,,,,,,,,,,57.15573,,,,,,,,,,,,,,,,
1984.12,,,4.6628,,,,365.857,101.588,,,,,,,,,,,,,,,,,,,,,
1984.125,,,,,,,,,,,,0.02714,,,,,,,,,,,,,,,,,
1984.125,,,,,,,,,,,,,57.28423,,,,,,,,,,,,,,,,
1984.20825,,,,,,,,,,,,0.02726,,,,,,,,,,,,,,,,,
1984.20825,,,,,,,,,,,,,57.40154,,,,,,,,,,,,,,,,
1984.21,,,4.68107,,,,366.642,102.743,,,,,,,,,,,,,,,,,,,,,
1984.29,,,4.70211,,,,368.14,102.33,,,,,,,,,,,,,,,,,,,,,
1984.29163,,,,,,,,,,,,0.02736,,,,,,,,,,,,,,,,,
1984.29163,,,,,,,,,,,,,57.46732,,,,,,,,,,,,,,,,
1984.375,,,,,,,,,,,,0.02744,,,,,,,,,,,,,,,,,
1984.375,,,,,,,,,,,,,57.50464,,,,,,,,,,,,,,,,
1984.38,,,4.7259,,,,369.432,102.875,,,,,,,,,,,,,,,,,,,,,
1984.45825,,,,,,,,,,,,0.02753,,,,,,,,,,,,,,,,,
1984.45825,,,,,,,,,,,,,57.5553,,,,,,,,,,,,,,,,
1984.46,,,4.75245,,,,370.965,103.47,,,,,,,,,,,,,,,,,,,,,
1984.54,,,4.78177,,,,372.75,103.357,,,,,,,,,,,,,,,,,,,,,
1984.54163,,,,,,,,,,,,0.0276,,,,,,,,,,,,,,,,,
1984.54163,,,,,,,,,,,,,57.6306,,,,,,,,,,,,,,,,
1984.62,,,4.81384,,,,374.413,103.23,,,,,,,,,,,,,,,,,,,,,
1984.625,,,,,,,,,,,,0.0277,,,,,,,,,,,,,,,,,
1984.625,,,,,,,,,,,,,57.73486,,,,,,,,,,,,,,,,
1984.70825,,,,,,,,,,,,0.02783,,,,,,,,,,,,,,,,,
1984.70825,,,,,,,,,,,,,57.87129,,,,,,,,,,,,,,,,
1984.71,,,4.84867,,,,376.682,102.982,,,,,,,,,,,,,,,,,,,,,
1984.79,,,4.88627,,,,378.412,103.493,,,,,,,,,,,,,,,,,,,,,
1984.79163,,,,,,,,,,,,0.02798,,,,,,,,,,,,,,,,,
1984.79163,,,,,,,,,,,,,57.96537,,,,,,,,,,,,,,,,
1984.875,,,,,,,,,,,,0.02812,,,,,,,,,,,,,,,,,
1984.875,,,,,,,,,,,,,58.02676,,,,,,,,,,,,,,,,
1984.88,,,4.92662,,,,379.92,103.69,,,,,,,,,,,,,,,,,,,,,
1984.95825,,,,,,,,,,,,0.02825,,,,,,,,,,,,,,,,,
1984.95825,,,,,,,,,,,,,58.09075,,,,,,,,,,,,,,,,
1984.96,,,4.96974,,,,382.648,106.007,,,,,,,,,,,,,,,,,,,,,
1985.04,,,5.01562,,,,383.492,105.878,,,,,,,,,,,,,,,,,,,,,
1985.04163,,,,,,,,,,,,0.02839,,,,,,,,,,,,,,,,,
1985.04163,,,,,,,,,,,,,58.19313,,,,,,,,,,,,,,,,
1985.12,,,5.06425,,,,384.323,105.997,,,,,,,,,,,,,,,,,,,,,
1985.125,,,,,,,,,,,,0.02853,,,,,,,,,,,,,,,,,
1985.125,,,,,,,,,,,,,58.32177,,,,,,,,,,,,,,,,
1985.20825,,,,,,,,,,,,0.02867,,,,,,,,,,,,,,,,,
1985.20825,,,,,,,,,,,,,58.4389,,,,,,,,,,,,,,,,
1985.21,,,5.11565,,,,385.633,106.827,,,,,,,,,,,,,,,,,,,,,
1985.29,,,5.16981,,,,386.295,106.65,,,,,,,,,,,,,,,,,,,,,
1985.29163,,,,,,,,,,,,0.02878,,,,,,,,,,,,,,,,,
1985.29163,,,,,,,,,,,,,58.50295,,,,,,,,,,,,,,,,
1985.375,,,,,,,,,,,,0.02887,,,,,,,,,,,,,,,,,
1985.375,,,,,,,,,,,,,58.5376,,,,,,,,,,,,,,,,
1985.38,,,5.22672,,,,388.247,107.765,,,,,,,,,,,,,,,,,,,,,
1985.45825,,,,,,,,,,,,0.02896,,,,,,,,,,,,,,,,,
1985.45825,,,,,,,,,,,,,58.58559,,,,,,,,,,,,,,,,
1985.46,,,5.2864,,,,388.595,106.44,,,,,,,,,,,,,,,,,,,,,
1985.54,,,5.34884,,,,391.95,107.295,,,,,,,,,,,,,,,,,,,,,
1985.54163,,,,,,,,,,,,0.02904,,,,,,,,,,,,,,,,,
1985.54163,,,,,,,,,,,,,58.65203,,,,,,,,,,,,,,,,
1985.62,,,5.57,,,,393.445,107.63,,,,,,,,,,,,,,,,,,,,,
1985.625,,,,,,,,,,,,0.02915,,,,,,,,,,,,,,,,,
1985.625,,,,,,,,,,,,,58.74327,,,,,,,,,,,,,,,,
1985.70825,,,,,,,,,,,,0.0293,,,,,,,,,,,,,,,,,
1985.70825,,,,,,,,,,,,,58.86639,,,,,,,,,,,,,,,,
1985.71,,,5.57597,,,,394.885,107.165,,,,,,,,,,,,,,,,,,,,,
1985.79,,,5.62168,,,,395.8,107.5,,,,,,,,,,,,,,,,,,,,,
1985.79163,,,,,,,,,,,,0.02946,,,,,,,,,,,,,,,,,
1985.79163,,,,,,,,,,,,,58.95474,,,,,,,,,,,,,,,,
1985.875,,,,,,,,,,,,0.02961,,,,,,,,,,,,,,,,,
1985.875,,,,,,,,,,,,,59.01518,,,,,,,,,,,,,,,,
1985.88,,,5.6677,,,,397.138,107.855,,,,,,,,,,,,,,,,,,,,,
1985.95825,,,,,,,,,,,,0.02975,,,,,,,,,,,,,,,,,
1985.95825,,,,,,,,,,,,,59.07803,,,,,,,,,,,,,,,,
1985.96,,,5.71402,,,,399.67,109.378,,,,,,,,,,,,,,,,,,,,,
1986.04,,,5.76065,,,,400.047,108.818,,,,,,,,,,,,,,,,,,,,,
1986.04163,,,,,,,,,,,,0.0299,,,,,,,,,,,,,,,,,
1986.04163,,,,,,,,,,,,,59.17892,,,,,,,,,,,,,,,,
1986.12,,,5.755,,,,401.668,109.488,,,,,,,,,,,,,,,,,,,,,
1986.125,,,,,,,,,,,,0.03005,,,,,,,,,,,,,,,,,
1986.125,,,,,,,,,,,,,59.30741,,,,,,,,,,,,,,,,
1986.20825,,,,,,,,,,,,0.0302,,,,,,,,,,,,,,,,,
1986.20825,,,,,,,,,,,,,59.42569,,,,,,,,,,,,,,,,
1986.21,,,5.82787,,,,402.703,109.385,,,,,,,,,,,,,,,,,,,,,
1986.29,,,5.87005,,,,405.525,111.425,,,,,,,,,,,,,,,,,,,,,
1986.29163,,,,,,,,,,,,0.03032,,,,,,,,,,,,,,,,,
1986.29163,,,,,,,,,,,,,59.48907,,,,,,,,,,,,,,,,
1986.375,,,,,,,,,,,,0.03041,,,,,,,,,,,,,,,,,
1986.375,,,,,,,,,,,,,59.52228,,,,,,,,,,,,,,,,
1986.38,,,5.91314,,,,406.133,110.543,,,,,,,,,,,,,,,,,,,,,
1986.45825,,,,,,,,,,,,0.03052,,,,,,,,,,,,,,,,,
1986.45825,,,,,,,,,,,,,59.56974,,,,,,,,,,,,,,,,
1986.46,,,5.95712,,,,410.075,111.337,,,,,,,,,,,,,,,,,,,,,
1986.54,,,6.002,,,,410.97,110.982,,,,,,,,,,,,,,,,,,,,,
1986.54163,,,,,,,,,,,,0.0306,,,,,,,,,,,,,,,,,
1986.54163,,,,,,,,,,,,,59.63103,,,,,,,,,,,,,,,,
1986.62,,,6.04778,,,,412.585,109.395,,,,,,,,,,,,,,,,,,,,,
1986.625,,,,,,,,,,,,0.03072,,,,,,,,,,,,,,,,,
1986.625,,,,,,,,,,,,,59.71445,,,,,,,,,,,,,,,,
1986.70825,,,,,,,,,,,,0.03088,,,,,,,,,,,,,,,,,
1986.70825,,,,,,,,,,,,,59.83065,,,,,,,,,,,,,,,,
1986.71,,,6.09446,,,,417.228,110.315,,,,,,,,,,,,,,,,,,,,,
1986.79,,,6.14204,,,,417.922,109.963,,,,,,,,,,,,,,,,,,,,,
1986.79163,,,,,,,,,,,,0.03105,,,,,,,,,,,,,,,,,
1986.79163,,,,,,,,,,,,,59.91762,,,,,,,,,,,,,,,,
1986.875,,,,,,,,,,,,0.03121,,,,,,,,,,,,,,,,,
1986.875,,,,,,,,,,,,,59.98034,,,,,,,,,,,,,,,,
1986.88,,,6.26,,,,418.51,109.568,,,,,,,,,,,,,,,,,,,,,
1986.95825,,,,,,,,,,,,0.03137,,,,,,,,,,,,,,,,,
1986.95825,,,,,,,,,,,,,60.04598,,,,,,,,,,,,,,,,
1986.96,,,6.25603,,,,420.528,111.1,,,,,,,,,,,,,,,,,,,,,
1987.04,,,6.24,,,,421.538,110.378,,,,,,,,,,,,,,,,,,,,,
1987.04163,,,,,,,,,,,,0.03151,,,,,,,,,,,,,,,,,
1987.04163,,,,,,,,,,,,,60.15333,,,,,,,,,,,,,,,,
1987.12,,,6.22431,,,,421.309,110.47,,,,,,,,,,,,,,,,,,,,,
1987.125,,,,,,,,,,,,0.03166,,,,,,,,,,,,,,,,,
1987.125,,,,,,,,,,,,,60.29097,,,,,,,,,,,,,,,,
1987.20825,,,,,,,,,,,,0.03181,,,,,,,,,,,,,,,,,
1987.20825,,,,,,,,,,,,,60.41756,,,,,,,,,,,,,,,,
1987.21,,,6.2196,,,,421.868,111.129,,,,,,,,,,,,,,,,,,,,,
1987.29,,,6.21914,,,,422.809,113.051,,,,,,,,,,,,,,,,,,,,,
1987.29163,,,,,,,,,,,,0.03192,,,,,,,,,,,,,,,,,
1987.29163,,,,,,,,,,,,,60.48476,,,,,,,,,,,,,,,,
1987.375,,,,,,,,,,,,0.03201,,,,,,,,,,,,,,,,,
