Figure 2. Global Atmospheric Concentrations of Methane Over Time,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,
Data source: Compilation of five underlying datasets,,,,,
Web update: August 2016,,,,,
Units: parts per billion (ppb) of methane,,,,,
,,,,,
Year (negative values = BC),"EPICA Dome C,  Antarctica","Law Dome, Antarctica","Cape Grim, Australia","Mauna Loa, Hawaii","Shetland Islands, Scotland"
Ice Core Measurements,,,,,
-797446.1,399.3,,,,
-796467.4,457.8,,,,
-795327,396.1,,,,
-794369.7,418,,,,
-792988,428.3,,,,
-792449.6,419.6666667,,,,
-791645.5,451.2,,,,
-790877,469.6666667,,,,
-790044.8,466.2,,,,
-789426.6,503,,,,
-788740.4,483,,,,
-788087.6,540.3333333,,,,
-787312,543.2,,,,
-786864.7,561.6666667,,,,
-786172.7,588.9,,,,
-785723.2,659.3333333,,,,
-784988.2,713.4,,,,
-784698.6,699,,,,
-784589.8,738.67,,,,
-784539.9,723,,,,
-784009.5,676.9,,,,
-783436.1,686.3333333,,,,
-782689.9,639.4,,,,
-782157.5,653.3333333,,,,
-781478,618,,,,
-780900.5,639.3333333,,,,
-780007.1,623.3,,,,
-779682.9,633.3333333,,,,
-778794.8,629.9,,,,
-778144.6,616,,,,
-777333.2,598.3,,,,
-776810.3,614,,,,
-776081.5,681,,,,
-775460.3,657.6666667,,,,
-774605.1,601.2,,,,
-774043.8,617.6666667,,,,
-773295.5,577.4,,,,
-772575.4,583.3333333,,,,
-771681.9,548.5,,,,
-771049.3,565.6666667,,,,
-770248.5,529.5,,,,
-770063.6,538.6666667,,,,
-769878.6,543,,,,
-769590.8,556,,,,
-769255.1,639.3333333,,,,
-768980.6,646.6666667,,,,
-768651.7,632.1,,,,
-768344.1,629.7,,,,
-768129.9,621.6666667,,,,
-767776.6,616.3,,,,
-767629.8,587,,,,
-767349.6,569.8,,,,
-766740.6,568,,,,
-765671.2,486.4,,,,
-765121.4,519,,,,
-764296.1,466.7,,,,
-763935.9,462,,,,
-763555.4,469.6666667,,,,
-763272.1,500,,,,
-763133.6,535,,,,
-762798.3,517.8,,,,
-762634.7,563.3333333,,,,
-762193.3,549.3333333,,,,
-761867.7,556,,,,
-761513.3,538.4,,,,
-760876.8,521,,,,
-760088.6,474.3,,,,
-759624.4,473.2,,,,
-758685.7,453.7,,,,
-758065.2,462.3333333,,,,
-757250.2,433.6,,,,
-756866.5,421,,,,
-756431.6,485.6666667,,,,
-756193.3,497.6666667,,,,
-756050.2,498.1,,,,
-755557.8,505.3333333,,,,
-755265.8,479.6666667,,,,
-755045.1,473.3,,,,
-754835.7,439.4,,,,
-754370.5,419,,,,
-753665.2,444.5,,,,
-753189.6,429,,,,
-752398.9,406.4,,,,
-752070,409.6666667,,,,
-750617.6,431.3333333,,,,
-749805.3,400.9,,,,
-749303.8,428.3333333,,,,
-748653.2,407.6,,,,
-748094.9,399.6666667,,,,
-747369.6,377.5,,,,
-746919.5,408.6666667,,,,
-746283.3,392.2,,,,
-745766.4,404.6666667,,,,
-745099.5,402.4,,,,
-744652.7,428,,,,
-744054.6,415.1,,,,
-743522.4,432.3333333,,,,
-742824.4,421.3,,,,
-742362.3,421.6666667,,,,
-741756.3,439.1,,,,
-741257.3,422.3333333,,,,
-740552.5,401.5,,,,
-740121.4,409.3333333,,,,
-739472.9,387.7,,,,
-738917.7,414,,,,
-738261.5,410.6,,,,
-737859.8,403,,,,
-737323.4,408.3,,,,
-736868.5,407.3333333,,,,
-736179.9,423,,,,
-735872.3,507.6666667,,,,
-735335.5,541.9,,,,
-734972.9,561,,,,
-734462.6,545.9,,,,
-734106.6,541,,,,
-733574.1,517.6,,,,
-733151.1,531.3333333,,,,
-732638.3,519.9,,,,
-732244.4,519.3333333,,,,
-731697.9,529.5,,,,
-731209.4,525.3333333,,,,
-730511,520.5,,,,
-730196,537.3333333,,,,
-729491.5,511.7,,,,
-729076.6,538,,,,
-728293.2,544.6,,,,
-727804,551,,,,
-726923,530.3333333,,,,
-726502.6,559,,,,
-725757.3,530.8,,,,
-725230.1,540.6666667,,,,
-724544.9,504.3,,,,
-723918.5,561,,,,
-722970.2,478.45,,,,
-722423.1,581,,,,
-721737.7,559.6,,,,
-721021.6,566.3333333,,,,
-719971.1,514.7,,,,
-719307.7,491.3333333,,,,
-718582.9,401.1,,,,
-717691.6,407.6666667,,,,
-716685.4,391.7,,,,
-716013,402.6666667,,,,
-715244.5,398.8,,,,
-714513,434.6666667,,,,
-713700,531.3,,,,
-713164.9,570,,,,
-712239.3,577,,,,
-711787.7,593,,,,
-711060.4,596.8,,,,
-710414.8,587.6666667,,,,
-709618.8,573.2,,,,
-709001.4,591,,,,
-708191.3,556.3,,,,
-707808.5,567.7,,,,
-707680.6,611.3333333,,,,
-706903.7,520.5,,,,
-706419.7,512.3,,,,
-705648.7,504.5,,,,
-705202.7,519.3,,,,
-704452.3,610.3333333,,,,
-704026.5,610.3333333,,,,
-703387.3,584.6,,,,
-702911.3,602.3333333,,,,
-702258.4,588,,,,
-701925.6,593.3333333,,,,
-701377,582,,,,
-700968.2,605.3333333,,,,
-700513.3,593.9,,,,
-700101.8,584.3333333,,,,
-699581.2,570.8,,,,
-699253.2,594.6666667,,,,
-698715.3,578.4,,,,
-698395.5,581,,,,
-697921.7,565.774,,,,
-697606.9,594,,,,
-697181.7,604.3333333,,,,
-696323.8,588,,,,
-696096.6,604.6666667,,,,
-695657.8,603.7,,,,
-694967.5,623.8,,,,
-694692.8,644.6666667,,,,
-694279,642.9,,,,
-694030.1,647.2,,,,
-693621.2,631.7,,,,
-693349.1,652,,,,
-692955,635.3,,,,
-692699.2,638.6666667,,,,
-692313.4,629,,,,
-692055.3,615,,,,
-691416.1,590.1,,,,
-691006,601.5,,,,
-690749.9,595.5,,,,
-690352.9,557.4,,,,
-690085.1,570.3333333,,,,
-689672.1,567.6,,,,
-689416.2,584.3333333,,,,
-688756.8,561,,,,
-688329.5,548.9,,,,
-688033.2,555.3333333,,,,
-687608.8,540,,,,
-687345.7,556.6666667,,,,
-686898,541.5,,,,
-686634.6,537.6666667,,,,
-686203.8,527.3,,,,
-685935.9,529.3,,,,
-685473.8,537.6,,,,
-684737.2,522.5,,,,
-684441.3,521,,,,
-683975.3,513.7,,,,
-683749.3,507.6666667,,,,
-682911.6,519.6,,,,
-682435.5,504.3,,,,
-682104.5,498.6666667,,,,
-681617.1,498.1,,,,
-681309.9,494,,,,
-680776.6,543.06,,,,
-680702.6,523,,,,
-680439.4,505.3333333,,,,
-679822,485.6,,,,
-679466.7,481.5,,,,
-678896.2,489.5,,,,
-678606.3,465.6666667,,,,
-678160.5,445.7,,,,
-677785.7,459.6666667,,,,
-677246.1,543.9,,,,
-677148.9,500.3333333,,,,
-676882.4,494,,,,
-676236.1,495.4,,,,
-675913.5,491.1,,,,
-675341.7,463.5,,,,
-675022.5,466,,,,
-674597.5,454.6,,,,
-674206.2,536,,,,
-673589.7,551.48,,,,
-673159,554.3333333,,,,
-672458.3,564,,,,
-672163.5,562.4,,,,
-671487.7,512.45,,,,
-671112.9,529,,,,
-670381.6,471.1,,,,
-669973.9,462.3333333,,,,
-669275.8,439.3,,,,
-669049.6,483,,,,
-668964.5,489.3333333,,,,
-667679,396.3,,,,
-666842.2,390.2,,,,
-666375.8,385,,,,
-665639.5,364.5,,,,
-665029.8,374.3333333,,,,
-664267.5,376,,,,
-662083.7,413.6,,,,
-660574.1,384.3333333,,,,
-659084.3,401.6666667,,,,
-657454.2,359.25,,,,
-655794.8,343.5,,,,
-654857.4,398.3333333,,,,
-654141,414,,,,
-652530.6,396.6666667,,,,
-650704.9,409,,,,
-648727.4,414.4,,,,
-646941.5,425.6666667,,,,
-644705.6,428.6666667,,,,
-642524.5,428.6666667,,,,
-641233.7,386.3333333,,,,
-640488.8,369.4,,,,
-637648.5,373,,,,
-634926.6,373.3333333,,,,
-632346.8,360.6666667,,,,
-629795,376.4,,,,
-627140.1,355.6666667,,,,
-625076.3,386.3333333,,,,
-624069.5,474,,,,
-623521.4,478.3333333,,,,
-622646.1,572.6666667,,,,
-622066.6,571.7,,,,
-621230.2,618.3333333,,,,
-620626.4,660.6666667,,,,
-619746.2,626.6666667,,,,
-619097.2,609.3333333,,,,
-617730,602.3333333,,,,
-616396.4,603.8,,,,
-615003.4,611,,,,
-613630.2,617,,,,
-612402.6,620.3333333,,,,
-611220.1,600.7,,,,
-610005.3,619.6666667,,,,
-608838.5,592.6666667,,,,
-607636.8,582.6666667,,,,
-606941.1,576.6666667,,,,
-606475.2,577.9,,,,
-605204.6,537.6666667,,,,
-603906.7,532.6666667,,,,
-602511.6,503,,,,
-601116.2,525.9,,,,
-599695.4,542.3333333,,,,
-598280.8,534.3333333,,,,
-596845.1,544,,,,
-595983.6,495.6666667,,,,
-595323.8,465,,,,
-593950.3,448.3333333,,,,
-593158.6,463,,,,
-592512.3,538.6666667,,,,
-591387.9,509.6666667,,,,
-590203.7,483,,,,
-588430.4,428.3333333,,,,
-587885.8,480.3333333,,,,
-586664.7,468,,,,
-585595.9,451.2,,,,
-584416.6,470.3333333,,,,
-580955.7,482.4,,,,
-580024.3,488.3333333,,,,
-579114.4,484.3333333,,,,
-578373.1,505,,,,
-578004.4,520.6666667,,,,
-577787.5,608.7,,,,
-577199.3,618.3333333,,,,
-576641.5,601.6666667,,,,
-576100.3,602,,,,
-575582.6,578.9,,,,
-575051.6,596.6666667,,,,
-574552.5,584,,,,
-574039.1,589.3333333,,,,
-573572.5,580.5,,,,
-573097.2,600,,,,
-572646,605,,,,
-572197,619.5,,,,
-571749.1,598.4,,,,
-571311.6,613.3333333,,,,
-570899.2,612,,,,
-570475,614,,,,
-570050.7,603.8,,,,
-569652.4,610.3333333,,,,
-569228.5,594,,,,
-568816.3,597,,,,
-568418.6,579.8,,,,
-567997.2,587.6666667,,,,
-567598.1,589,,,,
-567208.5,590,,,,
-566820.5,588.5,,,,
-566429.5,613,,,,
-566037.3,615,,,,
-565642.4,603.3333333,,,,
-565268.4,620,,,,
-564888.5,626,,,,
-564501.4,618,,,,
-564107.5,627,,,,
-563734.5,576.5,,,,
-563335,589.3333333,,,,
-562958.7,581.3333333,,,,
-562571.8,579,,,,
-562184.7,549.5,,,,
-561780.9,554,,,,
-561393.9,528.6666667,,,,
-560968.7,532.3333333,,,,
-560549.4,494.6,,,,
-560137.8,497,,,,
-559692.3,486,,,,
-559452.8,483.6666667,,,,
-558972.4,464.3333333,,,,
-558500.1,510.6666667,,,,
-558291,515.6666667,,,,
-557811.4,501.3333333,,,,
-557289.9,492.3333333,,,,
-556745.2,467.9,,,,
-556227.4,442.6666667,,,,
-555723,442.6666667,,,,
-555222.5,495.6666667,,,,
-554777.9,530.6666667,,,,
-554168.1,575.3333333,,,,
-553664.1,577.6666667,,,,
-553172.6,557.3333333,,,,
-552629.5,519.4,,,,
-552016,500.6666667,,,,
-551369.1,471.3333333,,,,
-550729.5,431.3333333,,,,
-550369.8,443,,,,
-549988.4,490.8,,,,
-549146.7,477.3333333,,,,
-548353.2,472,,,,
-547504.2,456.3333333,,,,
-546586.8,433.5,,,,
-545583.6,390,,,,
-544707.4,408.6666667,,,,
-543499.4,418.3333333,,,,
-542398.4,426.5,,,,
-541241.1,404.6666667,,,,
-540029.5,408,,,,
-538845.7,391,,,,
-537668.5,399.6,,,,
-536984.9,415.3333333,,,,
-536460,448,,,,
-535778.9,467.3333333,,,,
-535287.6,496.6666667,,,,
-534187.5,490.3333333,,,,
-532968.1,449.4,,,,
-531900.6,458,,,,
-530766,422.3333333,,,,
-529680,420.3333333,,,,
-528618.6,449.8,,,,
-527623.6,440.6666667,,,,
-526750.6,463.6666667,,,,
-526243.9,519.6666667,,,,
-525928.1,518.3333333,,,,
-525140.4,528.9,,,,
-524364.1,541,,,,
-523635.4,538,,,,
-522872.6,533.6666667,,,,
-522127.9,517.8,,,,
-521366.9,533.6666667,,,,
-520639.8,516,,,,
-519954.8,535,,,,
-519310.9,521.9,,,,
-518647.2,524,,,,
-516721.8,499.1,,,,
-516095.4,512.3333333,,,,
-515467,507.3333333,,,,
-514821.8,508,,,,
-514453.7,501.3333333,,,,
-514178.7,477.4,,,,
-513807.7,482.6666667,,,,
-513544.6,519.3333333,,,,
-512855.2,507,,,,
-512168,496.3333333,,,,
-511447.1,488.3,,,,
-510716.6,486,,,,
-509975.8,487,,,,
-509239.8,495,,,,
-508491.9,519.6,,,,
-507714.9,533.3333333,,,,
-506956.8,556.6666667,,,,
-506165.4,582,,,,
-505449.5,573.2,,,,
-504741.7,601.3333333,,,,
-503998.6,579.3333333,,,,
-503205.1,524,,,,
-502529.8,566.4,,,,
-501854.8,549,,,,
-501088.2,515.3333333,,,,
-500298.8,517.3333333,,,,
-499620.9,521.9,,,,
-498826.6,511.6666667,,,,
-498068.3,495.6666667,,,,
-497326.3,499.3333333,,,,
-496576.6,509.1,,,,
-495823.1,506,,,,
-495059.5,516.3333333,,,,
-494322,521.6666667,,,,
-493563.1,514.3,,,,
-492788.2,495.6666667,,,,
-491993.3,517,,,,
-491212.3,500,,,,
-490438.3,500.5,,,,
-489656.3,534.3333333,,,,
-488880.2,584,,,,
-488164.7,558.3333333,,,,
-487433.8,587.5,,,,
-486693.1,624,,,,
-485982.9,615.3333333,,,,
-485269.5,583.3333333,,,,
-484505.4,582.6,,,,
-483767.4,568.6666667,,,,
-482970.3,543,,,,
-482155.8,543.6666667,,,,
-481326.9,516.4,,,,
-480457.6,506.6666667,,,,
-479602.3,504.3333333,,,,
-478687.1,491.6666667,,,,
-478134.7,503.6666667,,,,
-477759.6,531.1,,,,
-476752,496,,,,
-475725.3,528,,,,
-474821.8,517,,,,
-473833.5,504.1,,,,
-472781.5,474.6666667,,,,
-471723.5,456,,,,
-470675.6,440,,,,
-469662.4,481.8,,,,
-468522.7,482.3333333,,,,
-467473.2,442.6666667,,,,
-466429.9,429.6666667,,,,
-465727.4,491.3333333,,,,
-465120.3,490.9,,,,
-463719.2,442,,,,
-462299.8,447.6666667,,,,
-460896.8,491.3333333,,,,
-460139.5,463,,,,
-459597.1,521.4,,,,
-458767.3,424.3333333,,,,
-458209.5,408.6666667,,,,
-456941.2,398,,,,
-455474.4,408.3333333,,,,
-454060.5,412.4,,,,
-453290.1,434,,,,
-452735.7,467.6666667,,,,
-451942,486,,,,
-451474.2,426.3333333,,,,
-450249.3,402.6666667,,,,
-449151.4,383.7,,,,
-447962.4,381,,,,
-446738.2,388.6666667,,,,
-445664.2,427.3333333,,,,
-444981,506.3333333,,,,
-444629.2,474.3333333,,,,
-443811.8,452,,,,
-443273.1,408.6666667,,,,
-442632.3,427.3333333,,,,
-442235.8,491,,,,
-441582.9,439,,,,
-441117.2,438.6666667,,,,
-439925.5,437.5059719,,,,
-438720.3,400,,,,
-438146.1,404.5,,,,
-436480.6,391.5,,,,
-435708.1,394.7,,,,
-434512.9,384.7,,,,
-433365.4,380.6,,,,
-432151.8,380.6,,,,
-431120.1,391.5,,,,
-429964.4,389.2,,,,
-429244.3,393.6,,,,
-428848.4,384.5,,,,
-428082.5,380.1,,,,
-427838.8,382.3,,,,
-427183.3,405.7,,,,
-426828.7,472.3,,,,
-425900.8,417.9,,,,
-425435.1,411.5,,,,
-425131.8,465.3260844,,,,
-424663,458.7,,,,
-424446.7,462.6,,,,
-424076.8,456.6,,,,
-423663.2,507.7,,,,
-423278.6,502.8,,,,
-423223.8,497.5,,,,
-423016.8,584.1,,,,
-422934.3,605.2,,,,
-422766.2,618.3,,,,
-422458.2,603.5,,,,
-422265.7,598,,,,
-421876.3,622.2,,,,
-421401.2,648.6,,,,
-421069,660.15,,,,
-420596.2,689.4,,,,
-420206.6,671.8,,,,
-420031.3,688.8,,,,
-419614.5,684,,,,
-419406.1,702.7,,,,
-418791.5,699.3,,,,
-418496.4,678.2,,,,
-418290.7,695.1,,,,
-417925.8,673.9,,,,
-417724.6,686.6,,,,
-417415.7,665.4,,,,
-416940.4,654.8,,,,
-416671.9,660.4,,,,
-416366.3,657.6,,,,
-416154.6,635,,,,
-415813.2,668.2,,,,
-415618.1,646.5,,,,
-415307.4,670.7,,,,
-415131.7,633.7,,,,
-414621.1,633.3,,,,
-414309.6,629.6,,,,
-414086.8,623.1,,,,
-413835.1,619.7,,,,
-413618.1,638.8,,,,
-413131.6,638.4,,,,
-412625.5,676.6,,,,
-412082.2,695.7,,,,
-411611.1,690.3,,,,
-411117.4,656.1,,,,
-410631.8,658.9,,,,
-410111.9,711.5,,,,
-409661,700.1,,,,
-409221.4,694.1,,,,
-408789.2,701.2,,,,
-408357.1,713,,,,
-407920.1,709.7,,,,
-407524.2,699.4,,,,
-407115.4,714.3,,,,
-406740.2,710.7,,,,
-406359.5,694.6,,,,
-405958.8,681,,,,
-405593.9,710.1,,,,
-405222.3,736,,,,
-404873.4,691.1,,,,
-404503.2,672.3345379,,,,
-404119,707.5,,,,
-403777.6,699.9,,,,
-403418.4,659,,,,
-403059,662.9,,,,
-402715.1,661.3,,,,
-402304.2,674,,,,
-401951.1,664,,,,
-401601.6,681.2,,,,
-401229.1,653.2,,,,
-400865.6,640.2,,,,
-400504.7,642,,,,
-400139.8,646.2,,,,
-399758.9,633.3,,,,
-399385.8,626.9,,,,
-399028.9,628,,,,
-398642.1,662.4,,,,
-398253.6,606.8106312,,,,
-397858.3,606.5,,,,
-397465.2,580.4,,,,
-397070.3,592.9,,,,
-396644.6,608.3,,,,
-396224.7,612.3,,,,
-395811.4,600,,,,
-395388.6,605,,,,
-394964.4,590.1,,,,
-394573.6,601.8,,,,
-394107.1,594,,,,
-393604.2,602.7,,,,
-393178,585.2,,,,
-392727,593.5,,,,
-392245.5,549.6,,,,
-391748.8,562,,,,
-391243.2,484.9,,,,
-390715.6,498.4,,,,
-390195.4,489.2,,,,
-389581.7,488.4,,,,
-389024.7,505.8,,,,
-388440.2,525.2,,,,
-387821.4,567.8,,,,
-387165.4,471.5,,,,
-386472.3,452.4,,,,
-385817.6,462.7,,,,
-385227.7,531,,,,
-384664.6,637.3,,,,
-384079.6,594.1,,,,
-383501.6,577,,,,
-382907.2,552.5,,,,
-382340.6,560.9,,,,
-381763.2,536.4,,,,
-381175,481.6,,,,
-380596.6,587.4,,,,
-380005.4,600.6,,,,
-379472.7,547.9,,,,
-378913.3,543.7,,,,
-378306.1,547.7,,,,
-377756.6,484.5,,,,
-377168.8,494.1,,,,
-375379.7,442,,,,
-374756.1,444.6,,,,
-374155.9,432.9,,,,
-373500.9,425.9,,,,
-372835.3,426.2,,,,
-372141.6,445.2,,,,
-371516.5,451.1,,,,
-370943.2,540.3,,,,
-370377.5,523.4,,,,
-369812.6,501.6,,,,
-369183.9,491.1,,,,
-368546.5,508.2,,,,
-367967.4,517.9,,,,
-367373.8,444,,,,
-366788.3,421.8,,,,
-366124.3,421.7,,,,
-365480.6,459.5,,,,
-364899.5,403.1,,,,
-364256.1,415.8,,,,
